gradyear,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,dance,band,marching,music,rock,hair,dress,blonde,clusters,cluster
2006,35,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2006,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,1,0,0,1,1
2006,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2006,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,54,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,2,0,0,0,0
2006,34,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2008,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2009,122,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0
2006,12,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
2006,207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,1
2006,34,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0
2006,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2008,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2008,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
2009,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008,50,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,65,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2006,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2007,68,0,2,0,0,6,0,3,0,0,1,2,0,0,0,0,0,0,0,1,1
2006,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,14,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
2006,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2007,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,31,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2006,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,44,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2006,26,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0
2008,48,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0
2008,58,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2007,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,19,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2008,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
2008,53,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2007,12,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
2006,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,1,1,1
2008,60,0,1,1,0,0,0,0,0,0,0,2,3,0,0,2,4,0,0,1,1
2009,53,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0
2009,66,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2007,44,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2006,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
2009,16,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,5,2,0,1,1
2006,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2008,35,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0
2009,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,87,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
2009,53,0,0,5,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2006,48,0,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2008,17,1,2,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1
2008,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2007,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2008,25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2009,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,53,0,1,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,1,1
2009,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,31,4,0,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
2006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,29,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0
2007,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2009,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,28,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1
2009,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,54,4,1,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1
2009,32,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,30,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
2008,0,0,0,0,0,0,8,0,0,7,0,1,0,0,0,3,2,0,1,1,1
2006,19,3,0,0,0,6,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1
2006,76,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,1,0,0,0,0
2006,51,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2009,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2006,47,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0
2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2009,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,47,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,121,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0
2008,31,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2006,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,0
2009,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,109,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2007,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,205,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2008,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
2009,116,0,2,0,7,1,0,0,1,0,3,2,0,0,2,1,0,1,0,1,1
2006,1,0,0,2,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0
2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,0,1,1
2006,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2009,66,1,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2007,68,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
2008,35,0,1,0,0,0,0,0,0,0,2,0,3,0,1,1,0,0,0,1,1
2008,65,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
2007,29,1,0,0,0,0,0,0,0,5,0,0,5,0,0,2,0,0,0,1,1
2007,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,41,0,0,0,0,0,0,0,0,0,0,1,3,0,5,9,3,5,0,1,1
2009,52,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,0,1,1
2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2008,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
2008,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
2009,42,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,2,1,0,1,1
2007,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2009,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1
2009,49,2,1,0,0,0,0,0,0,0,2,8,1,0,4,6,3,1,1,1,1
2008,25,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2007,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0
2008,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2007,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2008,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,2,0,3,0,0,0,0,0,0,2,0,3,3,0,2,0,0,0,0,1,1
2007,17,1,0,1,1,1,0,0,0,1,0,3,4,0,0,0,0,1,0,1,1
2007,19,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1
2008,107,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0
2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
2007,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,42,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,1
2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,18,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,34,1,1,0,0,0,0,0,0,0,5,0,1,1,3,2,1,0,0,1,1
2007,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,21,0,1,0,0,0,1,1,0,0,0,3,2,0,2,0,0,0,0,1,1
2007,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,201,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0
2006,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,35,0,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
2007,112,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
2006,20,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
2006,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,2,0,0,0
2006,17,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2006,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2007,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
2006,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
2009,66,1,0,0,0,0,1,0,0,15,0,0,10,1,6,0,0,0,0,1,1
2006,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,17,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,13,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2008,26,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1
2007,40,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0
2007,8,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0
2007,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,61,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,39,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
2009,32,0,0,0,2,0,0,2,0,0,0,2,0,0,0,1,0,2,0,1,1
2008,93,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2009,1,0,1,2,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,1,1
2006,25,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2009,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2006,56,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0
2006,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,50,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2009,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,140,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0
2009,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2008,52,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,1
2008,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,37,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2007,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2007,37,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2008,26,0,0,10,0,6,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1
2008,23,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,95,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2007,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2007,6,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,6,0,0,1,1
2009,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2008,19,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008,10,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2009,48,0,0,0,3,0,0,0,6,0,1,1,0,0,0,0,0,0,0,1,1
2008,71,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,4,0,1,1,1
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2007,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,27,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,0,0,1,1
2009,16,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0
2008,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0
2009,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2006,75,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1
2006,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,11,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2007,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
2006,57,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0
2007,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,17,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2008,94,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2007,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2007,38,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
2008,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
2009,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,26,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2009,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2007,15,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2007,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,24,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
2007,21,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,101,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,221,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,5,3,1,1,1
2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2007,52,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,2,0,2,1,1
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2007,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2009,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
2008,87,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
2007,14,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,26,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0
2008,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2006,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2006,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2006,34,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0
2006,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
2008,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2009,37,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
2006,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
2009,33,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
2006,19,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0
2009,4,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
2008,13,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0
2007,21,0,0,0,0,0,1,0,1,5,0,0,0,0,0,3,0,0,3,1,1
2009,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0
2008,52,0,3,0,0,0,0,4,2,0,0,0,1,0,1,0,1,0,0,1,1
2008,110,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2007,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0
2007,35,0,0,9,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
2009,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2007,61,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2006,50,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2009,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,37,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2007,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,16,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0
2007,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
